at,CONTENT,RATING,LABELING
2025-12-06 12:03:28,"Hasil skrining nya bener"" ngawur,ngelantur kalo cuma hasil survei ga bisa dijadiin patokan pasti. hadeh ada"" aja tolong diperbaiki",1,NEGATIVE
2025-12-06 11:43:56,terimakasih sdh memberikan pelayanan,5,POSITIVE
2025-12-06 11:39:27,ok,5,POSITIVE
2025-12-06 11:29:38,aplikasi gk jelas gk bisa dibuka,2,NEGATIVE
2025-12-06 11:10:15,terbantu sekali. terima kasih,5,POSITIVE
2025-12-06 11:03:14,sangat membantu dan bermanfaan sekali__,5,POSITIVE
2025-12-06 10:44:59,"saya kecewa, cs nya gaji buta apaya komplen belum selesai apakah mendengar, ganti vendornya aja",1,NEGATIVE
2025-12-06 10:36:21,gimana sih setiap bulan logout terus mau masuk aja susah udah bener NIK nya sama password nya juga gimana sihhh niat gak sihhh,1,NEGATIVE
2025-12-06 10:31:08,JKN mobile sangat membantu sekali __,5,POSITIVE
2025-12-06 10:22:08,aplikasi ribet bikin susah .anggota keluarga cuma empat muncul tagihan tunggakan 6 orang....,1,NEGATIVE
2025-12-06 10:10:18,"sulit sulit, tiba tiba logout sendiri, paling bener emang kalau aplikasi punya negara, busuk bangataaaaa",1,NEGATIVE
2025-12-06 10:06:10,sangat bagus dan nyaman,5,POSITIVE
2025-12-06 9:58:08,sangat puas dengan semuanya __,5,POSITIVE
2025-12-06 9:51:13,"tolong watermark NIK, Tgl, dan jam pada interface dihilangkan, dibuat polos putih saja. mengganggu bagi yang penglihatan kurang fokus.",2,NEGATIVE
2025-12-06 9:50:23,"anjirrrr bpjs bahhlull, sistem macam apa yg kalo masuk aplikasi hrus daftar autodebet, ada keluarga yg ga punya atm blogg.. loll ente semua petugasnya",1,NEGATIVE
2025-12-06 9:43:59,Alhamdulillah,5,POSITIVE
2025-12-06 9:33:06,"mau masuk aplikasi, tapi chapta nya muter2 terus. udh berminggu-minggu ditunggu sama aja. gak bisa masuk. aplikasi ga beres . gimana saya mau bayar coba,?",2,NEGATIVE
2025-12-06 9:31:18,"udah bener ga ada skrining di aplikasi, malah ada skrining. lebih baik ofline aja kalau skrining. trimakasih",3,NEGATIVE
2025-12-06 9:26:23,terimakasih telah membantu adanya aplikasi mobile jkn ini sangat mudah saya untuk segala kebutuhan pembayaran BPJS,5,POSITIVE
2025-12-06 9:06:47,"aplikasi gak berguna.... menyusahkan rakyat Indonesia....sudah daptarnya susah ...tiba tiba log out sendiri..mau masuk lagi susahnya minta ampun.... sampai berhari-hari....gak bisa... keburu pasien'gak ketolong kalau paku aplikasi gak berguna ini., bukann",1,NEGATIVE
2025-12-06 8:54:15,setelah di update malah ga bisa liat rujukan ke faskes tingkat lanjut,1,NEGATIVE
2025-12-06 8:16:58,sangat terbaik untuk kesehatan,5,POSITIVE
2025-12-06 8:14:44,maantapp,5,POSITIVE
2025-12-06 8:11:46,"sering ke log out sendiri, skrg malah bilangnya belum ter daftar",1,NEGATIVE
2025-12-06 8:09:06,juooosss,5,POSITIVE
2025-12-06 8:08:37,bagus,4,NEGATIVE
2025-12-06 7:38:20,"sumpah jelek bgt. lupa password,gunain fitur lupas password tapi nunggu sms verifikasi sama sekali ga ada masuk. minta ulang harus nunggu lama tp tetep ga masuk.",2,NEGATIVE
2025-12-06 7:35:55,"proses pindah faskes 1 cukup mudah, fiturnya lainnya juga lengkap",5,POSITIVE
2025-12-06 7:34:06,sangat puas,5,POSITIVE
2025-12-06 7:21:44,bagus,4,POSITIVE
2025-12-06 7:21:05,"apk gk jelas, email udah bener tapi malah tertulis gk terdaftar",1,NEGATIVE
2025-12-06 7:08:33,"sangat membantu masyarakat, trima Kash Jkn",5,POSITIVE
2025-12-06 7:06:17,bagus,5,POSITIVE
2025-12-06 6:12:12,kenapa susah kali login karena kode captcha nya lama kali keluar ____,2,NEGATIVE
2025-12-06 6:02:49,sangat membantu krn pelayanan jd lbh mudah dan cepat,5,POSITIVE
2025-12-06 5:48:05,terimakasih...penggunaan aplikasi sangat mudah dan cepat...,5,POSITIVE
2025-12-06 5:28:08,Tombol login/masuk ga bisa dipencet padahal udah ganti 2 device,2,NEGATIVE
2025-12-06 5:14:06,"saya lupa password trus di suruh kirim lewat sms otp, tetap ngga bisa, tolong diperbaiki!!!!",1,NEGATIVE
2025-12-06 5:02:39,"logout sendiri,,login lg susah...wadux",1,NEGATIVE
2025-12-06 4:42:19,udah cukup membaik,5,POSITIVE
2025-12-06 4:34:54,"untuk saat ini bagus, karena dari berita orang-orang yang sulit verifikasi, saya sekali verifikasi langsung acc",5,POSITIVE
2025-12-06 4:18:28,beberapa kali sudah pernah pake mobile jkn tapi kenapa setelah di update suruh daftar lagi setelah sudah daftar gak masuk_ tapi ada pemberitahuan mobile jkn anda sudah terdaftar silahkan login tapi ko gak bisa masuk juga... ini gimana!,1,NEGATIVE
2025-12-06 4:17:17,sengaja saya beri ulasan saya udah lama paki bpjs tp gk bisa d gunakan percuma bisa d gunakan d persuli prosesnya berbelit belit tp kalau bayar pribadi langsung d tangani. buat kalian saran saya jgn pakai bpjs mending nabung semasa sehat. dari pd di sumba,1,NEGATIVE
2025-12-06 4:14:42,oke,5,POSITIVE
2025-12-06 4:02:11,"kenapa di Info Riwayat Pelayanan tidak disertakan nama dokter yang menangani pasien, saran saya disertakan nama dokternya juga.",5,POSITIVE
2025-12-06 3:55:18,mau masuk login harus pake SMS kode otp.. sudah dimasukkan nomor tidak terkirim kirim kodenya sampai berkali kali sampai pulsa habis.. operator 165 nya pun sudah ditelp pura2 budeg smp 3x masih pura2 budek cuma ngabisin pulsa doang,1,NEGATIVE
2025-12-06 3:50:46,aplikasi gaak bisa di download cuk,1,NEGATIVE
2025-12-06 3:46:49,aplikasinya bagus,5,POSITIVE
2025-12-06 3:45:29,mudah digunakan,5,POSITIVE
2025-12-06 3:23:37,bagus,5,POSITIVE
2025-12-06 3:13:42,mudah diakses,5,POSITIVE
2025-12-06 2:47:31,apk jkn nya sangat mudah di gunakan dan di mengerti..terimakasih,5,POSITIVE
2025-12-06 2:45:08,"sangat membantu tp kalo updet dipersulit ,harus tebak2an kalo ngisi captifa, harusnya dipermudah jangan dibikin susah",3,NEGATIVE
2025-12-06 2:27:30,mudah prosesnya,5,POSITIVE
2025-12-06 2:27:11,Aplikasinya bermanfaat. Terimakasih.,5,POSITIVE
2025-12-06 2:16:52,"9-6-2025. Aplikasinya bagian pembatalan antrian periksa tidak bisa di ketik alasan pembatalan, jadi tidak bisa dibatalkan pendaftaran periksanya. Tlg diperbaiki aplikasinya yg bagian tsbt, biar bisa digunakan. Trmksh 24-10-2025 Beberapa waktu lalu saat me",5,POSITIVE
2025-12-06 2:14:02,saya senang jadi peserta BPJS kesehatan,5,POSITIVE
2025-12-06 2:11:19,"kenapa harus login lagi gan? udah gitu gagal terus pas logi,padahal nik dan password sudah benar",3,NEGATIVE
2025-12-06 2:08:36,bagus sekali,5,POSITIVE
2025-12-06 2:07:54,daftar harus selfie senyum kalo orang stroke gimana bisa senyum min,1,NEGATIVE
2025-12-06 2:02:40,mantap mantap joss,5,POSITIVE
2025-12-06 1:55:51,sangat membantu dan mempermudah,5,POSITIVE
2025-12-06 1:47:51,bagus sangat membantu perubahan data bisa langsung lewat aplikasi,5,POSITIVE
2025-12-06 1:38:15,"ok, mudah di gunakan dan dipahami",5,POSITIVE
2025-12-06 1:33:25,good aps,5,POSITIVE
2025-12-06 1:31:30,"habis diperbarui suruh login lagi,loginnya susah banget masuknya..",3,NEGATIVE
2025-12-06 1:30:36,ribet harus pake pulsa ngirim otp juga NYUSAHIN,1,NEGATIVE
2025-12-06 1:15:10,mantap,5,POSITIVE
2025-12-06 0:55:06,mantap,5,POSITIVE
2025-12-06 0:39:55,good,5,POSITIVE
2025-12-06 0:34:45,mantpas,5,POSITIVE
2025-12-06 0:34:05,pelayanan mudah dan cepat,5,POSITIVE
2025-12-06 0:26:20,kadang banyak susahnya di buka,4,NEGATIVE
2025-12-06 0:03:43,mantap,5,POSITIVE
2025-12-05 23:41:48,"pling gk suka klo log out sendiri, mau masuk lagi susahnya minta ampun, captcha cuma loading mulu pdhal jaringan aman"" saja.",1,NEGATIVE
2025-12-05 23:37:12,"saya mau login ulang tidak bisa, karena kode otp tidak masuk terus. tidak bisa minta bantuan ke operator aplikasi. di pertimbangkan lagi untuk bikin aplikasi, soalnya saya sudah 2 hari berusaha tidak pernah berhasil.",1,NEGATIVE
2025-12-05 23:34:40,"gajelas, logout sendiri giliran login lagi ga bisa anehh",1,NEGATIVE
2025-12-05 23:13:25,ini gimana sih orang mau berobat jadi susah malah harus login ulang. udah masukin semua nya bener tetep aja salah ga jelas bgt.,1,NEGATIVE
2025-12-05 23:08:10,mantap,5,POSITIVE
2025-12-05 22:43:52,pelayanan burum untuk ambil antrean gagal terus harus diulang beratus ratus kali baru bisa.. kalau belum diperbaiki belum tak kasih bintang 5,1,NEGATIVE
2025-12-05 22:36:46,tolong di perbaiki server ke RS tidak tersambung udh cpk_ bkin rujukan pas mau buat malah server terputus,5,NEGATIVE
2025-12-05 22:14:44,ini apk m-banking apa kesehatan,1,NEGATIVE
2025-12-05 21:46:35,"log out terus pas mau login eror, ga bisa kirim otp pdhl nomer sudah benar. ga bener bgt..",2,NEGATIVE
2025-12-05 20:21:39,"aplikasi yg bukan memudahkan malah mempersulit penggunanya apalagi buat lansia,sering logout sendiri",1,NEGATIVE
2025-12-05 19:33:31,"kenapa sekarang buat daftar antrean aja susah . harus sudah skirining medis dan harus daftar pasien baru tapi gagal terus ,harusnya semakin update semakin mudah kan",1,NEGATIVE
2025-12-05 17:49:36,mudah di kases,5,POSITIVE
2025-12-05 17:47:48,sangat memudahkan pengguna,5,POSITIVE
2025-12-05 16:32:45,bagus,5,POSITIVE
2025-12-05 16:23:41,"kenapa harus verifikasi ulang terus ? padahal pembayaran BPJS lancar dipotong dari gaji, mohon diperbaiki layanan nya",1,NEGATIVE
2025-12-05 16:01:00,Sangat baik,5,POSITIVE
2025-12-05 15:54:49,"sangat membantu , mempermudah pasien good",5,POSITIVE
2025-12-05 15:46:29,bagus,4,POSITIVE
2025-12-05 15:01:46,"Mantap,tapi sayangnya terkadang ada beberap RS tidak memakai antrian di JKN",5,POSITIVE
2025-12-05 15:01:44,aplikasi ini memberikan kemudahan bagi Saya dalam banyak hal tentang pelayanan dan fasilitas kesehatan .,5,POSITIVE
2025-12-05 14:48:29,"hai admin, kenapa ganti faskes tidak bisa dilakukan melalui aplikasi ini? ada perbaikan terus katanya. kapan ya bener lagi aplikasinya?",1,NEGATIVE
2025-12-05 14:44:41,aplikasi bagus,5,POSITIVE
2025-12-05 14:43:44,app nggak ngedukung screenshot LG. padahal booking RS buat bapak mertua. sy ga bisa nemenin. mertua ga bisa booking sendiri meskipun ada hp nya. tolong dong screenshot dibolehin lagi. biar kita yg ngurusin ortu yg lagi sakit ketika ga bisa nemenin yg gant,1,NEGATIVE
2025-12-05 14:28:16,sangat membantu dg sangat mudah,5,POSITIVE
2025-12-05 14:25:21,"apk tolol sumpah,pas buka apk nya selalu offline padahal pakai wifi offline darimana coba apk bosokk!!!!",1,NEGATIVE
2025-12-05 14:07:28,"sudah bayar lunas tapi status di beranda atas jkn masih berstatus tdk aktif, mohon diperbaiki lagi apk nya",2,NEGATIVE
2025-12-05 14:06:49,sangat membantu sekali trimakasih mobil JKN,5,POSITIVE
2025-12-05 13:58:03,jos,4,POSITIVE
2025-12-05 13:34:08,luar biasa,5,POSITIVE
2025-12-05 13:30:49,smoga kita sll sehat,5,POSITIVE
2025-12-05 13:27:40,mantap,5,POSITIVE
2025-12-05 12:47:39,"update nya nyusahin pengguna, mau login capta nya loading terus",1,NEGATIVE
2025-12-05 12:25:26,jos banget,5,POSITIVE
2025-12-05 12:16:59,oke,5,POSITIVE
2025-12-05 12:05:49,Alhamdulillah,5,POSITIVE
2025-12-05 12:03:11,good,5,POSITIVE
2025-12-05 11:54:32,sudah di nonaktifkan lama dari perusahaan kenapa tetap kena denda yang harus di bayar kalau mau di aktifkan lagi,1,NEGATIVE
2025-12-05 11:44:45,oke baik,5,POSITIVE
2025-12-05 11:40:48,"Aplikasi mudah digunakan, semoga BPJS semakin baik dlm memberikan layanan.",5,POSITIVE
2025-12-05 11:37:35,baguss jkn sangat membantu,5,POSITIVE
2025-12-05 11:31:15,mantap,5,POSITIVE
2025-12-05 11:14:17,"pengalaman saya di suruh oleh farmasi cobak bukak antrian jkn dan di anjurkan begadang soalnya rebutan nomer , lalu saya begadang tepat nya jm 00 pagi nyatanya apk nya eror dan saya terlajur dapat nomer jauh sekali 45 dan saat kunjungan dokternya pun molo",2,NEGATIVE
2025-12-05 11:10:07,terima kasih,5,POSITIVE
2025-12-05 10:59:19,sekarang ribet bangat mau daftar aja susah.,1,NEGATIVE
2025-12-05 10:51:00,"tidak bisa menerima kode verifikasi, aplikasinya juga semakin susah untuk digunakan",1,NEGATIVE
2025-12-05 10:43:56,"aplikasi jelek, susah ngdeteksi wajah juga, mau daftar nya juga susah, tolong di perbaiki!! minimal pas daftar gak di susahin + ada tombol buat foto nya udah di frame kotak juga gak ke daftar_ muka nya padahal internet AMAN sama CAHAYA juga udah aman Tete",1,NEGATIVE
2025-12-05 10:31:21,terimakasih BPJS,5,POSITIVE
2025-12-05 10:28:17,banyak bug,5,NEGATIVE
2025-12-05 10:15:11,aplikasi apaan nih mau daftar tapi pas scan wajah malah tidak bisa,1,NEGATIVE
2025-12-05 10:14:48,ribetttt slalu log out sendiriii,1,NEGATIVE
2025-12-05 10:11:03,RIBETT . GA BISA LANGSUNG KE RS BIKIN BINGUNG PASIEN ANJRRR.,2,NEGATIVE
2025-12-05 9:57:28,cukup baik,4,POSITIVE
2025-12-05 9:55:21,"mau login harus verifikasi ulang, lewat email gak bisa, harus ke sms. sedang sms harus berbayar, gak fkeksibel kayak apkikasi lain.",1,NEGATIVE
2025-12-05 9:51:40,mantaaap,5,POSITIVE
2025-12-05 9:13:57,males banget tiba2 logout. yg mau ambil antrian harus masuk lagi. sudah berulang kali masukkan nik tetep aja gagal. padahal itu sudah benar. tolong lah diperbaiki. jangan bikin rakyat indonesia susah. mau berobat saja sulit nya minta ampun,1,NEGATIVE
2025-12-05 9:13:28,lebih mudah untuk daftar berobat k RS.,5,POSITIVE
2025-12-05 9:10:39,"ribet, pakai capcha segala, gunanya apa??!!!",1,NEGATIVE
2025-12-05 9:08:33,good,5,POSITIVE
2025-12-05 9:07:47,cukup puass,5,POSITIVE
2025-12-05 8:58:47,mantap,5,POSITIVE
2025-12-05 8:37:21,aplikasi ga Bisa dibuka,1,NEGATIVE
2025-12-05 8:34:33,"permasalahan login 3 nik di aplikasi solusi nya salah satu nik harus login ke hp lain (TIDAK SEMUA ORANG PUNYA BANYAK HP) disaran kan ke hp yg lain ,misal coba login ke hp teman lalu hp teman saya sudah login nik 2 ditambah nik yang mau saya coba login ma",1,NEGATIVE
2025-12-05 7:52:36,aplikasi nya bagus dan responsif,5,POSITIVE
2025-12-05 7:24:11,wellll,5,POSITIVE
2025-12-05 7:19:27,Kenapa aplikasi harus logout teruss yaa setiap udah update?? mana kalau lupa kata sandi harus minta email dan sms ternyata yang kedaftar yg dulu ttep gabisa harus ngurus klik nomer pandawa bagian administrasi dann muter2 trs. tolonggg dong diperbaiki apli,1,NEGATIVE
2025-12-05 7:11:40,sangat baik,5,POSITIVE
2025-12-05 7:04:11,terlalu rumit. kalo data nya lupa atau tidak di gunakan lagi. aplikasi ini tidak bisa di gunakan lagi.,1,NEGATIVE
2025-12-05 6:29:58,bagus,5,POSITIVE
2025-12-05 6:11:45,kenapa mau masuk susah banget...cacha nya gak muncul_... Loading lama,1,NEGATIVE
2025-12-05 5:56:52,aneh menyusahkan,1,NEGATIVE
2025-12-05 5:54:45,aplikasi terrr'menyusahkann... aturan harus daftar lewat aplikasi JKN sedangkan aplikasi preeett.. log out sendiri... pas di log in. super lalod...,1,NEGATIVE
2025-12-05 5:53:55,pelayanan sangat memuaskan,5,POSITIVE
2025-12-05 5:44:32,mempermudah dengan adanya JKN ini,5,POSITIVE
2025-12-05 5:30:25,"aku merasa aplikasi ini sangat menyusahkan orang yang tidak memiliki HP. dan juga saat bagian Scan wajah itu mengapa selalu tidak bisa alias GK Nerima aplikasinya, butuh waktu cukup lama cuman buat scan wajah untung bukan keadaan darurat Kalo darurat mend",1,NEGATIVE
2025-12-05 5:21:18,Tiba-tiba ke logout dan nomor BPJS bapak saya tidak terdaftar padahal udah ikut program pemerintah. Aneh banget aplikasinya,1,NEGATIVE
2025-12-05 5:02:41,Skali clik langsung pindah paskes sangat mudah jkn,5,POSITIVE
2025-12-05 4:37:36,sangat membantu terimksih,5,POSITIVE
2025-12-05 4:35:41,"knpa sih sama aplikasi ini,,bikin susah aja semua terkunci dan harus login ulang tp begitu Mao login malah ga bisa,,yg sy heran masuk beranda bisa tp begitu klik kartu sm profil malah ga bisa,,, tolong dong jelaskan maksud dan tujuan dr aplikasi ini apa,,",1,NEGATIVE
2025-12-05 4:27:25,Sudah bisaa,5,POSITIVE
2025-12-05 4:22:09,entah apalah maksudnya sekarang tidak bisa lagi di screenshot padahal mau ngirim nomor antrian ke perawat...hadeehh..makin hari aplikasi ini malah makin mempersulit __,1,NEGATIVE
2025-12-05 4:18:54,good,5,POSITIVE
2025-12-05 4:03:40,"tolong kembalikan poli gigi; scaling 1th skali d faskes 1.. tambal gigi estetik juga ! perawatan saluran akar skrg gabisa d faskes 1 , ribet hrus k RS",1,NEGATIVE
2025-12-05 3:47:08,"Sulit login..! pdhl nmr NIK & pasword udah tepat,nmr chapta jg udh benar..ayolah benahin sistim'a..saya BAYAR lho tiap bulan...!!!",1,NEGATIVE
2025-12-05 3:31:33,Sangat bagus dan saya sangat senang,5,POSITIVE
2025-12-05 3:18:23,cukup membantu.,5,POSITIVE
2025-12-05 3:18:14,"Aplikasi nyusahin masa saya tiba"" terlog out dan harus di suruh daftar, saya lupa password malah di buat ribet",1,NEGATIVE
2025-12-05 3:16:25,nice,5,POSITIVE
2025-12-05 3:11:22,"aplikasi bikin susah orang, masuk aja gk bisa",1,NEGATIVE
2025-12-05 3:09:32,sangat baik,5,POSITIVE
2025-12-05 3:09:15,good,5,POSITIVE
2025-12-05 3:03:34,nice,5,POSITIVE
2025-12-05 2:49:26,jarang buka aplikasi giliran pembaruan makin sulit pakai capca bagus seperti dulu ini aplikasi buat berobat ngk usah aneh_,1,NEGATIVE
2025-12-05 2:45:49,lemot aplikasi,3,NEGATIVE
2025-12-05 2:44:08,"puas, keren",5,POSITIVE
2025-12-05 2:34:22,Bermanfaat,5,POSITIVE
2025-12-05 2:27:31,TOLONG DIPERBAIKI UNTUK SISTEM PENDAFTARANNYA kenapa selalu ada kendala? kenapa selalu bilang tidak tersedia? padahal jelas-jelas dokternya tersedia di hari dan jam tersebut.,3,NEGATIVE
2025-12-05 2:14:36,okelah..,4,POSITIVE
2025-12-05 2:09:34,ok,5,POSITIVE
2025-12-05 2:07:11,kok malah kluar sendiri si,2,NEGATIVE
2025-12-05 2:00:02,aplikasi kesehatan praktis,5,POSITIVE
2025-12-05 1:53:47,mau verifikasi nomer telponnya malah gak sesuai,1,NEGATIVE
2025-12-05 1:42:38,"ini kenapa tiap buka minta login terus, merepotkan",1,NEGATIVE
2025-12-05 1:35:33,baik sekali,5,POSITIVE
2025-12-05 1:27:13,Membantu,5,POSITIVE
2025-12-05 1:24:00,aplikasi nya mudah d gunakan,5,POSITIVE
2025-12-05 1:14:20,aplikasi menyusahkan gk guna sllu bikin emosi!!,1,NEGATIVE
2025-12-05 1:05:31,kalau bikin aplikasi yang jelas lah masa kalah sama anak sekolah yang udah bikin aplikasi bagus.. lu tuh di bayar mahal sama rakyat,1,NEGATIVE
2025-12-05 0:43:40,"tolong disediakan menu penghapusan akun onlinenya JKN mobile, bukan untuk nik atau kknya biar lebih safety lagi.",2,POSITIVE
2025-12-05 0:26:36,mantap aplikasi JKN Mobile bisa mempermudah dan mempercepat pelayanan kesehatan...Terima JKN,5,NEGATIVE
2025-12-05 0:21:45,"gatau mau buat apa ke RS aja ga pernah, tagihan aja keluar terus kayak ada hutang tiap bulan di kejar2 trs, nyesel pakai BPJS!!!huuu",1,NEGATIVE
2025-12-05 0:08:37,sangat memudahkan dan sangat membantu TDK harus pulang kampung untuk merubah perpindahan faskes,5,POSITIVE
2025-12-04 23:39:05,sayang nya sering eror,4,NEGATIVE
2025-12-04 23:12:23,mantab ,5,POSITIVE
2025-12-04 22:47:57,aplikasi recehan. selalu minta daftar walaupun sudah terdaftar dan tidak log out.,2,NEGATIVE
2025-12-04 22:47:21,saya mau verifikasi no hp tp metode gak bisa muncul,1,NEGATIVE
2025-12-04 22:42:15,"tiap bulan logout sendiri, finally hari ini tidak bisa login lagi alasan pasword salah padahal sudah betul , coba opsi lupa pasword sudah masukin email betul"" sesuai email terdaftar tapi email salah juga( kenapa saya yakin email betul Krn bbrp waktu lalu",1,NEGATIVE
2025-12-04 22:37:13,kenapa kis saya dari pemerintah sudah tidak aktif lagi?,2,NEGATIVE
2025-12-04 22:35:01,aplikasi tidak bisa trima kode otp,1,NEGATIVE
2025-12-04 20:06:05,bagus,5,POSITIVE
2025-12-04 17:36:44,aplikasinya semakin baik saya update data anak saya baru lahir (Nama dan Nik) ada kendala. tapi bisa melalui nomor wa pandawa yg ada di instagram bpjs keseharan ri,5,POSITIVE
2025-12-04 17:02:43,ok,5,POSITIVE
2025-12-04 16:52:27,kenapa harus selalu suruh login ulang kalau apk lama tidak dibuka?,1,NEGATIVE
2025-12-04 15:35:48,terimakasih sangat mebantu,5,POSITIVE
2025-12-04 15:14:00,memang oke,5,POSITIVE
2025-12-04 15:09:01,"sangat membantu, tetapi alangkah baik nya untuk berobat agak sulit karena harus menentukan faskes dulu, gimana kalo darurat dan faskes di luar kota, dan supaay lebih di permudah",5,POSITIVE
2025-12-04 15:00:41,habis update kok malah tidak bisa screenshot layar buat berbagi nomer antrian,3,NEGATIVE
2025-12-04 14:24:30,jarang dibuka.. tiba2 keluar sendiri.. daftar masuk lagi.. selalu begitu,2,NEGATIVE
2025-12-04 14:22:30,saya udh terdaptar tp knp gk bisa login..maka saya kasih bintang 1 aj karna mau login gk bisa berbelilit,1,NEGATIVE
2025-12-04 14:09:28,Aplikasi kurang update,1,NEGATIVE
2025-12-04 14:08:44,"aplikasi sampah, bayar gak boleh telat, ada batasan terapi yg cuman 3 bulan saja. pas mau daftar online baik faskes pertama dan rujukan. gak pernah bisa, selalu mohon maaf coba lagi. dan sudah di coba berulang-ulang tetap coba lagi",1,NEGATIVE
2025-12-04 14:01:31,"aplikasi sangat mendukung, semoga selalu bermanfaat untuk semuanya",5,POSITIVE
2025-12-04 13:47:02,selama ini lancar2aj tapi begitu di update semua jadi kacau.nmer hp yng saya daftarka berbeda email dan nmer hp saya tidak aktif.amplikasi ap ini memper mudah apa mempersulit,1,NEGATIVE
2025-12-04 13:46:05,Top... Markotop __,5,POSITIVE
2025-12-04 13:33:09,"maaf, kenapa ni apk pas dibuka ngeblank pas lagi tinggal check in + antrian di rs, tolong lah dey.. jangan diperumit lah__",3,NEGATIVE
2025-12-04 13:16:38,ini aplikasi di suruh update...giliran udh di update mau masuk SUSAHHH bgt salah nik terus padhl udh bener... saya yg nakes aja dipersulit buat log in...ya ampunn gmn sih pak,2,NEGATIVE
2025-12-04 13:03:08,good job,5,POSITIVE
2025-12-04 12:53:49,sangat memudahkan,5,POSITIVE
2025-12-04 12:43:00,okey ckup,5,POSITIVE
2025-12-04 12:39:27,"sering keluar sendiri dari akun dan harus login ulang, ribet banget lagi,bisa ngga sih kalo udah login yaudah ngga usah di keluarkan lagi, ribet pokonya ribet.",1,NEGATIVE
2025-12-04 12:28:37,mantap,5,POSITIVE
2025-12-04 12:24:26,TERBAIK DAN SANGAT MEMBANTU,5,POSITIVE
2025-12-04 12:04:41,oke sip sip and good,4,POSITIVE
2025-12-04 12:02:20,"Verifikasi untuk parubahan lupa pasword gangguan sejak minggu kemarin. Tolong diperbaiki, karena untuk daftar kontrol RS & wajib menggunakan JKN. Trmksh",3,POSITIVE
2025-12-04 11:58:02,Oke banget.. makin2 kerennya. makasih bngt udh di update ke versi terbaik. semoga makin bagus terus pelayannnya pake aplikasi ini__,5,POSITIVE
2025-12-04 11:31:08,buat verifikasi ada pilihan email . tpi harus ttep pake nomor hp sedangkan nomor hp udh ngga aktif lagi . trus buat apa ada verifikasi lewat email tpi ngga bisa digunakann . ayoo laahh,1,NEGATIVE
2025-12-04 11:28:23,mantul,5,POSITIVE
2025-12-04 11:17:39,"Kenapa Waktu Masukan No NIK saya, bisa muncul Nama orang lain? apabisa satu No NIK di Pakai dua org yang berbeda???",3,NEGATIVE
2025-12-04 11:13:37,"baru baru ini saya daftar tidak bisaa, sudah ada no rujukan tapi daftar pelayanan nya gagal terhubung ke server teruss sudah sering dicoba sampe hari ini masih gagal",2,NEGATIVE
2025-12-04 11:12:46,terima kasih banyak,5,POSITIVE
2025-12-04 11:01:52,"UNTUK MOBILE JKN , TOLONG SEDIAKAN FITUR DOWNLOAD NOMOR ANTREAN DONG SETELAH MENDAFTAR ANTREAN KALAU MEMANG GA BISA DI SCREENSHOT , SANGAT MEREPOTKAN SEKALI",2,NEGATIVE
2025-12-04 10:45:56,"apliksi kucing taik kucing ini. tiba-tiba log out,giliran masuk pasword & ktp udh benar gak bisa masuk.!!!",1,NEGATIVE
2025-12-04 10:34:43,sangat mempermudah,5,POSITIVE
2025-12-04 9:55:27,kenapa waktu mau membatalkan pendaftaran malah tidak bisa karena data booking tidak ditemukan,3,NEGATIVE
2025-12-04 9:48:42,Bagus,5,POSITIVE
2025-12-04 9:47:11,"habis di update logout sendiri,,mau login lagi susahnya minta ampun padahal jaringan sinyal full,,sudah berhari2 gak bisa login,, gimana ini mau di pakai kontrol???karena harus daftar lewat aplikasi bener2 bikin gedeg ini aplikasi...paraaahhhhhhh",1,NEGATIVE
2025-12-04 9:43:35,"ke log out terus sekali masuk no ktp salah, padahal sudah sesuai dengan yg terdaftar",1,NEGATIVE
2025-12-04 9:42:56,aplikasi ini lemot nya udh kelas dewa... ini aplikasi untuk daftar orang sakit di fase pertama tapi lemot nya luar biasa. kalo model gini bisa mampus yang mau berobat... mau berobat wajib daftar pakai aplikasi ini tapi belum siap layanan aplikasi ini.. pa,1,NEGATIVE
2025-12-04 9:41:17,Menyusahkan,1,NEGATIVE
2025-12-04 9:36:01,sibuk daftar aja aplikasi ini selalu log out sendiri...kurang kerjaan tiap buka aplikasi ini harus masukan nik sama pas terus...,1,NEGATIVE
2025-12-04 9:35:14,"harusnya pengelola tidak memberikan jarak antara pendaftaran dan pengambilan antrean dengan dokter, apabila ada pasien yang mengambil jarak 1 hari lebih cepat, maka pasien tersebut memiliki probabilitas pengambilan kuota lebih gede, misalkan kita yang ke",3,POSITIVE
2025-12-04 9:26:16,bagusss,4,POSITIVE
2025-12-04 8:47:32,memberikan kemudahan dalam hal pengobatan,5,POSITIVE
2025-12-04 8:42:14,Apk Bagus,5,POSITIVE
2025-12-04 8:40:34,"Bapuk emang aplikasinya. Eror utk ambil antriannya, padahal ini utk orang sakit loh. Tiap minggu update mulu tp ga guna.",1,NEGATIVE
2025-12-04 8:37:15,gak heran apliksi punya pemerintah.. gda yg beres dr segi pelayanan.. bosok semua...,1,NEGATIVE
2025-12-04 8:23:42,"BISA GA SETIAP BULAN GA USAH AUTO LOG OUT? CAPE ORANG TUA SAYA HARUS LOG IN TERUS TIAP BULAN, NAMANYA ORANG TUA GA TERLALU PAHAM GITUAN",1,NEGATIVE
