CONTENT,RATING,LABELING
sangat mudah dipahami,4,POSITIVE
mau punya akun di mobile JKN ribet. udh kaya mau daftar PNS. Klo bisa di persulit buat apa di permudah,1,NEGATIVE
apk busuk,1,NEGATIVE
good job,5,POSITIVE
semenjak tidak bisa di screenshot asli mempersulit sekali ... mau nunjukin bukti cekin susah...,3,NEGATIVE
good job,5,POSITIVE
"Ketika mau login, captcha tidak muncul, jaringan internet stabil",2,POSITIVE
"setelah update, lha kok login skrg harus pakek NIK, dulu saya login pakek no, mna bisa masuk klau bgini, lha sya dlu daftar pakek no hp, ini sudah ada pemberitahuan sebelumnya apa belum harus pakek NIK..? sya merasa gak da pemberitahuan sebelumnya..?",1,NEGATIVE
Bagus bisa membantu juga,5,POSITIVE
Aplikasinya bagus dan memudahkan jika antri berobat.. Tapi ko sering logout mulut.. Harus verifikasi sandi dll.. Jadi ribet begini. Mohon diperbaiki,5,POSITIVE
apa sih kecelakann pulang kerja harus pake bpjs tenaga kerja. ribet amat bpjs dipisah pisah.,1,NEGATIVE
sangat mudah dan memuaskan,5,POSITIVE
"Suka log out sendiri apk nya. Mesti log in lagi, udh berkali_ selama pake apk jkn mobile slalu sprti itu",1,NEGATIVE
aplikasi bagus.cuman kalau berobat dokter ngk konsisten di antrian jkn jdwal dokter jam 15:00 tau nya dokter datang jam 18:00,5,POSITIVE
sudah lebih baik,5,POSITIVE
"sekarang Alhamdulillah lebih mudah ya .. verivikasi nya lewat WhatsApp jdi nggak perlu ada pulsa, isi layanan nya mudah di mengerti dan sangat membantu",5,POSITIVE
"bagus,,bisa rubah faskes",5,POSITIVE
aplikasi yang memudahkan untuk mengakses layanan kesehatan ,5,POSITIVE
terimakasih atas informasinya dan pelayanannya yang baik,5,POSITIVE
Alhamdulillah,5,POSITIVE
kok JKN ku ngak bisa di buka,3,NEGATIVE
"aplikasi ini sangat membantu masyarakat terutama yang menggunakan layanan bpjs kesehatan,tapi sayangnya kurang mendetail contohnya keluarga saya yang terdaftar di bpjs itu ada 4 orang tapi saya cek di aplikasi ini tercatat 2 dan terus saya cek di indomare",3,POSITIVE
saya senang jadi peserta BPJS kesehatan,5,POSITIVE
alhamdulillah membantu,5,POSITIVE
sangat mudah sekali,5,POSITIVE
sangat bermanfaat banget buat kita semua.di beri kemudahan dalam berobat melalui aplikasi ini,5,POSITIVE
apk bikin sudah rakyat kaga bisa verifikasi wajah kocak,1,NEGATIVE
bagus sekali,5,POSITIVE
"Bagus aplikasinya memudahkan dftar online kalau mau priksa sendiri atau daftarin anggota keluarga, tapi tolong dong jangan suka tiba logout sendiri, jadi harus masuk ulang pake NIK, mending kalau cuma sekali 2 kali, ribet jadinya kalau tiba2 logout.",3,POSITIVE
mantap,5,POSITIVE
"kenapa dah masuk suka keluar sendiri sih dari aplikasi nya, jadi kalok mau berobat harus masuk lagi masuk lagi kan ribet",3,NEGATIVE
"mengapa sekarang akses screenshot nya dinonaktifkan? Padahal sgt membantu saya ketika harus ijin dari kantor untuk kontrol rutin setiap minggu. Kebetulan di kantorku ketika ingin pengajuan cuti sakit krn keperluan berobat, hasil screenshot riwayat pelayan",3,NEGATIVE
Joss sangat membantu,5,POSITIVE
bagus dan terimakasih JKN,5,POSITIVE
sangat mebantu,5,POSITIVE
"sering keluar dari aplikasi sendiri jadi harus login kembali,giliran login udah pke pw yg sesuai,eh oleh pihak mobile jkn ny salah,jdi hrus verifikasi lagi",1,NEGATIVE
sangat mudah sekali,5,POSITIVE
aplikasi eror gx bisa d gunakan dengan baik,2,NEGATIVE
"apk sampah, 2 Hari nyoba berulang-ulang buat kode Verifikasi gak muncul-muncul, saran aja, kalau apk mentah gausah du publish. malu",1,NEGATIVE
makin kesini makin lelett,2,NEGATIVE
sanagatttlah membantu masyarakat,5,POSITIVE
"ini ko susah banget ya? udah daftar segala macem pas mau tambah antrian di suruhh benerin no hp pas udah di benerin ganti ke yang lain suruh pilih metode, tapi metode nya ga muncul muncul terus gimana ini mau daftar buat kontrol? tolong bantu",2,NEGATIVE
sangat puas,5,POSITIVE
sangat disukai dan berguna bagi warga indonesia,5,POSITIVE
aplikasi gk jujur nomer nik pasword n cache dah bener masih ja gk bisa login dasar busuk,3,NEGATIVE
Keren. mantap,5,POSITIVE
"tolong lah ya, screenshot nomer antrian aja gk bisa, dikira semua org punya koneksi internet",1,NEGATIVE
"saya mau nambah anak ke 2 tapi kok nggak bisa ya ? alasan ibu hamil Idak terdaftar ,ya emng tidak terdaftar di JKN aku karna dia terdaftar di kantor nya sendiri solusi nya apa ya...biar anak ke 2 sYa bisa didaftarkan di JKN ini masa aistri saya harus beru",2,NEGATIVE
semoga bermanfaat ,5,POSITIVE
aplikasi nya tidak membantu sudah lama antri tapi gak dipanggil harus ke sini entah gimana gak jelas niat mau berobat malah gak jadi aneh emang,1,NEGATIVE
kecewa untuk update an sekarang gak bisa di screenshot kasihan kalau ortunya mau mendaftar soalnya terkadang tidak bisa daftar online sendiri.,3,NEGATIVE
sangat membantu untk melakukan perpindahan paskes tdk usah repot-repot ke kantor BPJS,5,POSITIVE
akhir nya bisa rubah faskes melalui mobile jkn .. terimakasih sudah memudahkan ,5,POSITIVE
ribet verifikasi dah bener tiba2 nomer hp berubah,1,NEGATIVE
susah banget kalo mau login tolong di perbaiki lagi,3,NEGATIVE
"jika login, akun belom terdaftar, pas daftar akun sudah terdaftar, intinya susah buat login",1,NEGATIVE
"ribet bgt anj, smenjak d update nomor telpon d akun nya malah jdi tidak terdaftar , pdhal nomor nya sama yg itu",1,NEGATIVE
bisa mengetahui faskes yg di milikki,5,POSITIVE
"bagus,tingkatkan terus pelayanan terbaiknya BPJS",5,POSITIVE
luar biasa,5,POSITIVE
sangat sangat membantu,5,POSITIVE
estimasi tunggu 15 menitt udah 3 jam blm di panggil harusnya sesuai sih,2,NEGATIVE
mempermudah bpjs,5,NEGATIVE
pelayanannya baik dan ramah,5,POSITIVE
semoga aman,5,POSITIVE
makasih,5,POSITIVE
pelayanan terbaik dan tercepat,5,POSITIVE
kenapa gabisa screenshoot? biasanya bisa,3,POSITIVE
sangat membantu dengan mudah mengaksesnya,5,POSITIVE
"sayang sekali sekarang di klinik fktp kalau hari minggu tidak mau menerima layanan bpjs, padahal tiap bulan udah bayar iuran bpsj kesehatan",2,NEGATIVE
"agak sedikit kecewa, kenapa sering banget ke log out sendiri. giliran pas di log in lagi susahnya minta ampun dan sering error. orang sakit jadi ketunda dulu untuk daftar",3,NEGATIVE
mantap,5,POSITIVE
"Aplikasi kont**, masa nomor antrian bisa duplikat 4-6 orang. Udah ambil no antrian 1 hari sebelum kontrol dapet nomor 8. Pas ngatri, orang yang baru daftar mobil JKN malah dapet antrian nomor 2, 3 itu pun yang bnyak duplikat.",1,NEGATIVE
mau ambil antrian mudah dengan aplikasi,5,POSITIVE
memudahkan melakukan pendaftaran antrian,5,POSITIVE
sangat membantu masyarakat kurang mampu dalam mengambil antrian berobat dan mencari kamar di RS,5,POSITIVE
mau masuk jkn susah bgt dah..,2,NEGATIVE
kebijakan dari BPJS semau-maunya,3,NEGATIVE
Bagus Banget Aplikasi Mobile JKN sangat bermanfaat,5,POSITIVE
"masukan ya min.. seharusnya di menu *info riwayat pelayanan* tersedia untuk satu keluarga, jadi satu aplikasi bisa untuk satu keluarga",4,POSITIVE
"sangat membantu untuk informasi kepesertaan ,ribet saat masuk dan keluar,banyak tombol yg mesti di klik,......",5,NEGATIVE
logout sndiri.pas mau login pass.salah pdhl sdh bener (sdh sy catat) pas daftar ulang katanya akun sdh trdfar. aplikasi cetek dr dl. perbaiki tuh aplikasinya.cetek bgt,1,NEGATIVE
"aplikasi yg sngat mmpersulit ,sulit log in ..bner2 bkin kesel",1,NEGATIVE
keren perbaikan pelayanan nya bisa tlp 165 dari aplikasi walaupun sekian menit terputus.. cukup membantu smoga semakin lebih baik dan tetap baik.,5,POSITIVE
aplikasi yang sangat membantu untuk layanan kesehatan,5,POSITIVE
the best,5,POSITIVE
selalu berikan yg terbaik untuk masyarakat,5,POSITIVE
ternyata bagus jga pelayanan via aplikasi skrng. cepat dan tanggap,5,POSITIVE
"ga bisa ss, ga bisa masuk di 2 device kalo memang untuk keamanan coba di optimalkan lagi. kita ga selamanya dekat dengan keluarga karena tuntutan pekerjaan,ketika keluarga di kampung sakit dan perlu mendaftar lewat jkn,ternyata bukti pendaftarannya ga bis",2,NEGATIVE
Kalo daftar pake JKN utk Faskes 1 sering eror jrg bgt lgsg bsa. gtw deh,2,NEGATIVE
aplikasi bisa membantu untuk pengecekan aktif tidaknya JKNKIS,5,POSITIVE
"kalau udah login engga usah login lagi dongs, udah ngisi bener tapi tetep salah...aneh banget... lagi di butuhin buat sat set kalau login lagi kelamaan, engga semua orang hafal nik... harus nyari dulu ktp __",4,NEGATIVE
"akses mudah dlm perubahan data dan pendaftaran. namun saya kira kalo ada perubahan faskes hari itu juga atau brp hari berlaku, ternyata masih nunggu bln berikutnya baru bisa berlaku.",5,NEGATIVE
terimakasih kasih pemerintah udah membatu keluarga sukses selalu BPJS,5,POSITIVE
"membantu ,tapi setelah di upgd malah jadi susah buat log lagi gimana ini",5,NEGATIVE
"Adain fitur tnya dokter donk... Jadi gk langsung kesana klo bisa di obatin dirumah & itu juga bisa jadi tnya jawab untuk seseorang penderita kolestrol asam urat dll, yg bingung memilih makanan apa...",2,NEGATIVE
sangat membantu skali,5,POSITIVE
"aplikasi yang mudah untuk digunakan,serta banyak manfaat",5,POSITIVE
ini parah banget sih. masa login mulu. udah gitu kalau lupa password dan mau ganti password bayar dulu pakai sms dan gak bisa pakai email. padahal saya udah pernah masukin email dan sidik jari. tolong lah. masa dikit_ login dikit_ login. jangan mempersuli,1,NEGATIVE
"Mempermudah layanan, walaupun harus mikir bagaimana cara penggunaan nya",5,POSITIVE
aplikasi ini sangat membantu. tetapi ada kendala saat verifikasi nomor telepon. metode verifikasi tidak muncul. mohon diperiksa kembali.,4,POSITIVE
"sudah buat 3 akun tapi selalu salah nik, tolong lah, saya mau daftar berobat via online pun jadi sulit, halah",2,NEGATIVE
"Yang bikin aplikasi keliatan otaknya ga jalan. Kalo error diminta screenshot aplikasi, sedangkan sekarang fungsi screenshot dilarang. Bodoh sekali...",1,NEGATIVE
di era digital semua lebih mudah trimakasih indonesia____,5,POSITIVE
pelayanan bagus,5,POSITIVE
Sangat bermanfaat,5,POSITIVE
"kenapa udah terdaftar disuruh daftar lagi, ribet kalo waktu nya mau kontrol ke RS",1,NEGATIVE
"la wong udh bayar, status nya malah belum bayar. aneh bener",1,NEGATIVE
mudah fitur banyak,5,POSITIVE
ampas.... berkali kali minta kirim kode OTP karna lupa password. tapi ga di kirim kirim.. yah ga expect lebih sih dari aplikasi Buatan Indo.. hadeh,1,NEGATIVE
tidak bisa masuk aplikasi,1,NEGATIVE
"mempersulit banget, udh punya BPJS juga harus daftar beginian. mending kalo gampang daftarin nya, bikin emosi aja. dua hari nyoba gagal teru",1,NEGATIVE
"3 dulu . susah login ke mobile jkn padahal no aktif dan ada pulsanya ,verifikasi no selalu gagal ketika mau ubah password mobile jkn sudah 1 bulan ini d coba masih tetap tidak bisa login dan ganti password .",3,NEGATIVE
"Saya salah daftar BPJS mandiri, padahal saya tidak mampu dan bapak saya peserta PBI. Mohon bantuan agar bisa dialihkan jadi PBI juga.",4,POSITIVE
aplikasi sampah. masak tiap bulan logout sendiri.. ga bisa diandalkan,1,NEGATIVE
apk sangat membantu kami mengakses bpjs,5,POSITIVE
sangat puas dan bagus,5,POSITIVE
"mau masuk ke akun lagi susah nya minta ampun. kadang nik salah kata sandi salah, pdhal sebelum nya gk pernah kyak.gtu. paling cuma suruh masukin sandi udah bisa login lagi",1,NEGATIVE
lebih mudah dan praktik. semoga konsisten,5,POSITIVE
luar biasa,5,POSITIVE
"kenapa ini akun saya belum terdaftar, lancang Admin",1,NEGATIVE
sangat bermanfaat,5,POSITIVE
cepat dan mudah,5,POSITIVE
mau bayar aja ribet pake auto debit segala apk sering bermasalah pemilihan non bank saja sedikit sekali,2,NEGATIVE
mudahkan semua pelayanan kesehatan,5,POSITIVE
"Saya kembali beli Bintang 5 untuk Aplikasi Mobile JKN ini, awalnya memang selalu gagal dan tidak lama berapa hari saya coba kembali bisa. Mungkin karena jaringan atau memang system Error, tp sudah bisa jadi saya kasih 5 Bintang untuk Mobile JKN.",5,POSITIVE
"susah untuk verifikasi,bikin darah tinggi verifikasi pake wajah RIBETT",1,NEGATIVE
"1. mohon dibuat mode gelap atau mode suara untuk orang yang punya kesulitan penglihatan seperti saya. 2. mohon capca jangan terlalu abstrak, saya bolak balik gagal karena tulisan yang bertumpuk dan warna warni sehingga angka yang muncu sangatl susah untuk",3,NEGATIVE
lihat nomor antrian yang sudah di buat dimanaaa? di riwayat gak adaaa,1,NEGATIVE
"aplikasi nongak aku buat terus salah password tiba aku buat ulang dia bilang udah terdaftar , tiba aku daftar slah nik sama password bodoh",1,NEGATIVE
usefull,5,POSITIVE
sagat membantu,5,POSITIVE
"aplikasi ngirim kode otp aja susah banget, verifikasi muka juga susah banget, tolong perbaiki",1,NEGATIVE
Kenapa sekarang aplikasinya tidak mengizinkan tangkapan layar?? merepotkan sumpah. Saya sebagai anak sering mendaftarkan rujukan untuk ibu saya karena beliau tidak paham terkait aplikasi seperti ini. Sekarang kalau tidak bisa discreenshot terus gimana car,1,NEGATIVE
"tolong dong ini aplikasinya dievaluasi lagi, sering logout mulu tiap mau daftar brobat online, ini bukan mempermudah masyarakat tapi malah memperibet orang jadinya",2,NEGATIVE
"Selama ini dengan JKN, saya mendapat kemudahan berobat. Kendala yg saya alami, apabila membayar iuran JKN melewati tgl 10 setiap bulannya, dan harus dirawat di Rumah Sakit, maka terkena denda 350 ribu Rp, Walaupun sistem JKN yg sedang error. Mohon diringa",5,POSITIVE
sangat mudah di lakukan,5,POSITIVE
"perubahan faskes sulit selalu gagal saat verivikasi wajah, saat pendaftaran pun sering tertulis tidak ada jaringan, padahal signal sedang online dan aplikasi lain pun lancar. sangat sulit untuk merubah data peserta",1,NEGATIVE
"beberapa minggu gak dibuka aplikasinya malah log in lagi, hadeee",3,NEGATIVE

"ythJkn,saya konfirmasi, kenapa semaa0a kagikin kedepan,makin ribet,apaaya 3th.ke mitra ,padahalsebelum nya muda tamba h.susah apa lg ada cpsen",2,NEGATIVE
